League,Split,Date,Game,Blue Team,Red Team,First Blood,First Tower,First Dragon,First Inhibitor,First Baron,Winner,Loser
1,1,2020/07/04,1,100,gg,-,-,-,-,-,-,-
1,1,2020/07/04,1,c9,clg,-,-,-,-,-,-,-
1,1,2020/07/04,1,tsm,gg,tsm,tsm,gg,tsm,tsm,tsm,gg
1,1,2020/07/04,1,dig,100,dig,dig,dig,100,100,100,dig
1,1,2020/07/04,1,eg,fly,fly,fly,fly,fly,,fly,eg
1,1,2020/07/04,1,tl,imt,-,-,-,-,-,-,-
1,1,2020/07/05,1,c9,dig,c9,dig,dig,c9,c9,c9,dig
1,1,2020/07/05,1,fly,tl,fly,tl,fly,tl,tl,tl,fly
1,1,2020/07/05,1,tsm,clg,clg,tsm,clg,tsm,tsm,tsm,clg
1,1,2020/07/05,1,imt,eg,eg,eg,imt,imt,imt,eg,imt
1,1,2020/07/11,1,imt,dig,dig,dig,dig,dig,dig,dig,imt
1,1,2020/07/11,1,fly,100,100,100,100,100,100,100,fly
1,1,2020/07/11,1,eg,gg,eg,eg,eg,gg,gg,gg,eg
1,1,2020/07/11,1,c9,tsm,c9,tsm,c9,c9,c9,c9,tsm
1,1,2020/07/11,1,tl,clg,tl,tl,tl,tl,tl,tl,clg
1,1,2020/07/11,1,dig,fly,fly,dig,fly,dig,fly,dig,fly
1,1,2020/07/12,1,tsm,imt,imt,imt,imt,imt,imt,imt,tsm
1,1,2020/07/12,1,100,c9,100,100,100,100,100,100,c9
1,1,2020/07/12,1,tl,gg,tl,tl,tl,tl,tl,tl,gg
1,1,2020/07/12,1,clg,eg,eg,eg,clg,clg,clg,clg,eg
1,1,2020/07/18,1,tsm,100,100,tsm,100,tsm,tsm,tsm,100
1,1,2020/07/18,1,tl,eg,-,-,-,-,-,-,-
1,1,2020/07/18,1,clg,dig,dig,clg,dig,dig,dig,dig,clg
1,1,2020/07/18,1,eg,c9,c9,c9,eg,eg,eg,eg,c9
1,1,2020/07/18,1,fly,tsm,fly,fly,tsm,fly,fly,fly,tsm
1,1,2020/07/18,1,gg,imt,gg,imt,gg,gg,gg,gg,imt
1,1,2020/07/19,1,100,tl,-,-,-,-,-,-,-
1,1,2020/07/19,1,c9,fly,c9,c9,c9,c9,c9,c9,fly
1,1,2020/07/19,1,clg,imt,clg,clg,imt,imt,imt,imt,clg
1,1,2020/07/19,1,gg,dig,gg,gg,gg,gg,gg,gg,dig
1,1,2020/07/25,1,eg,imt,eg,eg,eg,eg,,eg,imt
1,1,2020/07/25,1,tl,fly,fly,tl,fly,fly,fly,fly,tl
1,1,2020/07/25,1,100,clg,100,100,100,100,100,100,clg
1,1,2020/07/25,1,tsm,dig,tsm,tsm,tsm,tsm,tsm,tsm,dig
1,1,2020/07/25,1,fly,gg,fly,fly,gg,fly,fly,fly,gg
1,1,2020/07/25,1,imt,c9,imt,imt,c9,c9,c9,c9,imt
1,1,2020/07/26,1,dig,eg,eg,eg,eg,dig,dig,dig,eg
1,1,2020/07/26,1,c9,tl,c9,c9,tl,tl,tl,tl,c9
1,1,2020/07/26,1,clg,tsm,tsm,tsm,tsm,tsm,tsm,tsm,clg
1,1,2020/07/26,1,gg,100,gg,100,gg,gg,gg,gg,100
1,1,2020/08/01,1,tl,dig,tl,tl,tl,tl,tl,tl,dig
1,1,2020/08/01,1,eg,tsm,tsm,eg,eg,eg,eg,tsm,eg
1,1,2020/08/01,1,100,fly,-,-,-,-,-,-,-
1,1,2020/08/01,1,c9,gg,c9,c9,gg,gg,gg,gg,c9
1,1,2020/08/01,1,clg,tl,clg,tl,tl,tl,tl,tl,clg
1,1,2020/08/01,1,dig,imt,dig,dig,imt,imt,imt,imt,dig
1,1,2020/08/02,1,gg,clg,clg,gg,gg,gg,gg,gg,clg
1,1,2020/08/02,1,tsm,c9,tsm,tsm,tsm,tsm,tsm,tsm,c9
1,1,2020/08/02,1,eg,fly,eg,eg,eg,fly,fly,fly,eg
1,1,2020/08/02,1,100,imt,100,100,100,100,100,100,imt
1,1,2020/08/08,1,dig,c9,dig,c9,c9,c9,dig,c9,dig
1,1,2020/08/08,1,tsm,gg,tsm,gg,gg,,tsm,tsm,gg
1,1,2020/08/08,1,100,dig,dig,100,dig,dig,100,dig,100
1,1,2020/08/08,1,eg,gg,gg,gg,gg,eg,gg,eg,gg
1,1,2020/08/08,1,imt,tl,tl,imt,tl,imt,tl,tl,imt
1,1,2020/08/08,1,clg,fly,fly,clg,clg,fly,fly,fly,clg
1,1,2020/08/09,1,eg,100,100,100,100,100,100,100,eg
1,1,2020/08/09,1,clg,c9,c9,c9,c9,c9,c9,c9,clg
1,1,2020/08/09,1,tl,tsm,tl,tl,tl,tl,tl,tl,tsm
1,1,2020/08/09,1,fly,imt,imt,fly,imt,fly,fly,fly,imt
1,1,2020/08/10,1,clg,dig,dig,dig,dig,dig,,dig,clg
